2020-11-14 02:50:41.112756,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 02:56:28.572756,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 03:20:41.925769,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 03:26:29.404753,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 03:50:42.769748,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 03:56:30.261750,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 04:20:43.748309,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 04:26:31.100754,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 04:50:44.580746,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 04:56:31.949724,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 05:20:45.448747,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 05:26:32.803717,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 05:50:46.313656,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 05:56:33.670759,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 06:20:47.145756,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 06:26:34.524772,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 06:50:48.230732,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 06:56:35.329751,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 07:20:49.071748,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 07:26:36.163752,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 07:50:49.915749,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 07:56:37.026750,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 08:20:50.740706,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 08:26:37.854745,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 08:51:01.435406,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 08:56:38.671746,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 09:21:02.264751,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 09:26:39.497754,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 09:51:03.086771,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 09:56:40.306750,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 10:21:03.915882,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 10:26:41.158541,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 10:51:04.721326,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 10:56:41.965361,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 11:21:05.563726,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 11:26:42.802752,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 11:51:06.412751,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 11:56:43.542746,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 12:21:07.162757,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 12:26:44.355134,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 12:51:09.244751,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 12:56:45.160750,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 13:21:10.045746,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 13:26:46.026200,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 13:51:10.876749,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 13:56:46.855925,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 14:21:11.695751,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 14:26:47.698840,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 14:51:12.543038,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 14:56:48.664751,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 15:21:13.424031,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 15:26:49.568653,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 15:51:14.317986,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 15:56:50.372755,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 16:21:15.225198,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 16:26:51.037757,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 16:51:15.891290,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 16:56:52.103750,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 17:21:16.725102,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 17:26:52.853749,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 17:51:17.519754,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 17:56:53.790091,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 18:21:18.107756,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 18:26:55.194756,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 18:51:18.961752,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 18:56:55.731958,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 19:20:50.396803,T1: Ok Good Yes,10.5,0.31,Diamond 2,42 LP,64W,45L
2020-11-14 19:21:19.947160,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 19:26:56.629965,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 19:50:51.007182,T1: Ok Good Yes,10.5,0.29,Diamond 2,42 LP,64W,45L
2020-11-14 19:51:20.707098,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 19:56:57.235124,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 20:20:51.755267,T1: Ok Good Yes,10.5,0.29,Diamond 2,29 LP,64W,46L
2020-11-14 20:21:21.473084,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 20:26:57.931758,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 20:50:52.587091,T1: Ok Good Yes,10.5,0.26,Diamond 2,55 LP,65W,46L
2020-11-14 20:51:22.616028,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 20:56:58.747834,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 21:20:53.452774,T1: Ok Good Yes,10.5,0.26,Diamond 2,55 LP,65W,46L
2020-11-14 21:21:23.216997,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 21:26:59.701690,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 21:50:54.379022,T1: Ok Good Yes,10.5,0.26,Diamond 2,55 LP,65W,46L
2020-11-14 21:51:24.049740,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 21:57:00.436976,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 22:23:43.012936,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 22:23:46.172911,T1: Ok Good Yes,10.5,0.26,Diamond 2,55 LP,65W,46L
2020-11-14 22:23:49.819792,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 22:53:43.647905,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 22:53:46.917916,T1: Ok Good Yes,10.5,0.26,Diamond 2,55 LP,65W,46L
2020-11-14 22:53:50.723170,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 23:23:44.478062,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 23:23:47.462952,T1: Ok Good Yes,10.5,0.26,Diamond 2,55 LP,65W,46L
2020-11-14 23:23:51.257899,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-14 23:53:45.268925,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-14 23:53:48.309913,T1: Ok Good Yes,10.5,0.26,Diamond 2,55 LP,65W,46L
2020-11-14 23:53:52.066052,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 00:23:46.116919,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 00:23:48.841681,T1: Ok Good Yes,10.5,0.26,Diamond 2,44 LP,65W,47L
2020-11-15 00:23:53.101445,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 00:53:46.953904,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 00:53:49.440791,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 00:53:54.061187,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 01:23:47.890885,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 01:23:50.289912,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 01:23:54.925679,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 09:47:43.137451,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 09:47:45.647430,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 09:47:50.181488,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 10:17:44.170463,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 10:17:46.515115,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 10:17:51.074403,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 10:47:45.073500,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 10:47:47.340431,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 10:47:51.912295,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 11:17:46.016442,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 11:17:48.145531,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 11:17:52.726634,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 11:47:46.874240,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 11:47:49.019518,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 11:47:53.541128,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 12:17:47.697688,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 12:17:49.842499,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 12:17:54.450493,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 12:47:48.595454,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 12:47:50.647421,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 12:47:55.387569,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 13:17:49.425436,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 13:17:51.463444,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 13:17:56.404442,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 13:47:50.261450,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 13:47:52.286373,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 13:47:57.234486,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 14:17:51.125175,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 14:17:53.099464,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 14:17:58.075435,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 14:47:51.739789,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 14:47:53.773447,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 14:47:58.974169,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 15:17:52.626426,T1: Hulksmash1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 15:17:54.613203,T1: Ok Good Yes,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 15:17:59.804454,T1: S8 IS SO FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 15:36:42.429518,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 15:36:43.255449,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 15:36:43.842281,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 16:06:44.693762,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 16:06:45.286633,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 16:06:46.111536,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 16:36:46.961458,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 16:36:47.812426,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 16:36:48.455464,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 17:06:49.343427,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 17:06:50.281427,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 17:06:50.921432,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 17:36:51.614413,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 17:36:52.432411,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 17:36:53.066433,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 18:06:53.962337,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 18:06:55.253394,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 18:06:56.091199,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 18:36:56.940449,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 18:36:57.513430,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 18:36:58.365429,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 19:06:58.939626,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 19:06:59.774627,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 19:07:00.345627,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 19:37:00.956158,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 19:37:01.703160,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 19:37:02.331157,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 20:07:03.089783,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 20:07:03.735783,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 20:07:04.353785,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 20:37:05.175745,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 20:37:06.007681,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 20:37:06.852704,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 21:07:07.464787,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 21:07:07.982787,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 21:07:08.792789,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 21:37:09.875224,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 21:37:10.731436,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 21:37:11.527481,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 21:45:44.773427,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 21:45:45.621587,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 21:45:46.222325,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 22:15:47.078329,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 22:15:47.893016,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 22:15:48.753782,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 22:45:49.953573,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 22:45:50.505068,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 22:45:51.321784,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 23:15:52.146503,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 23:15:52.955365,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 23:15:53.789635,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-15 23:45:54.573459,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-15 23:45:55.438007,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-15 23:45:56.038448,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 00:15:56.863400,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 00:15:57.696405,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 00:15:58.518944,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 00:45:59.114405,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 00:45:59.955390,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 00:46:00.768355,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 01:16:01.590423,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 01:16:02.213324,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 01:16:03.036420,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 01:46:03.880372,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 01:46:04.707404,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 01:46:05.518402,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 02:16:06.330413,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 02:16:07.163420,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 02:16:07.988401,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 02:46:08.854566,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 02:46:09.699407,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 02:46:10.275401,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 03:16:11.111386,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 03:16:11.938406,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 03:16:12.572409,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 14:58:15.752982,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 14:58:16.598881,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 14:58:17.111255,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 15:28:17.936443,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 15:28:18.489728,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 15:28:19.306074,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 15:58:20.155530,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 15:58:20.951337,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 15:58:21.467255,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 16:28:22.288782,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 16:28:23.025927,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 16:28:23.770799,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 16:58:24.704616,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 16:58:25.428262,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 16:58:26.377260,S8+IS+SO+FUN,10.5,1.33,Diamond 4,31 LP,350W,370L
2020-11-16 17:28:27.270710,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 17:28:27.913710,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 17:28:28.776709,S8+IS+SO+FUN,10.5,1.33,Diamond 4,31 LP,350W,370L
2020-11-16 17:58:29.405054,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 17:58:30.336055,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 17:58:30.944054,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 18:28:32.029322,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 18:28:32.874849,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 18:28:33.465748,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 18:58:34.330924,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 18:58:34.879196,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 18:58:35.427909,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 19:28:36.235370,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 19:28:37.063369,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 19:28:38.577369,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 19:58:39.610534,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 19:58:40.382797,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 19:58:41.105030,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 20:28:42.089187,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 20:28:42.964629,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 20:28:43.941339,S8+IS+SO+FUN,10.5,1.32,Diamond 4,31 LP,350W,370L
2020-11-16 20:58:44.753115,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
2020-11-16 20:58:45.639116,T1+OK+GOOD+YES,10.5,0.24,Diamond 2,67 LP,66W,47L
2020-11-16 20:58:46.551114,S8+IS+SO+FUN,10.5,1.33,Diamond 4,31 LP,350W,370L
2020-11-16 21:28:47.316304,HULKSMASH1337,10.5,0.10,Diamond 1,70 LP,471W,399L
